businessID,businessName,sector,sizeClass,yearsInBusiness,employees,annualRevenue,annualIncome,loanAmount,loanDuration,creditScore,defaultProbability,riskScore,debtToIncomeRatio,debtToEquityRatio,currentRatio,cashFlowStability,revenueVolatility,latePayments,anomalyFlag,fraudFlag,readinessScore,readinessTier,esgScoreE,esgScoreS,esgScoreG,esgComposite,esgTier,qfintrustComposite,loanDecision,registrationDate
SME_00105,Green Payments Digital,FinTech,Medium,3,7,1235338.08,159146.16,617669.04,36,675,0.3188,31.88,3.881,1.83,2.09,0.54,0.28,0,0,0,54.68,B,59.41,66.01,72.61,66.01,B,60.34,APPROVE,2026-06-10
SME_00106,Vertex Pharmacy Mart,Healthcare,Micro,8,5,763595.16,98184.12,381797.58,24,663,0.34030000000000005,34.03,3.889,1.21,2.16,0.58,0.304,0,0,1,58.97,B,57.86,64.29,70.72,64.29,B,61.63,FRAUD REVIEW,2026-06-10
SME_00107,Fresh ProcessedFood Mart,Food,Micro,7,4,354606.0,51861.6,177303.0,24,713,0.24880000000000002,24.88,3.419,1.22,2.46,0.73,0.293,0,0,0,59.22,B,63.15,70.17,77.19,70.17,A,64.69,APPROVE,2026-06-10
SME_00108,Secure LightManufacturing Ventures,Manufacturing,Micro,7,3,439879.56,65925.48,219939.78,60,633,0.3942,39.42,3.336,1.01,1.82,0.41,0.286,1,0,0,55.69,B,63.53,70.59,77.65,70.59,A,63.14,CONDITIONAL REVIEW,2026-06-10
SME_00109,Blue Grocery Mart,Retail,Small,9,8,542774.28,116669.52,271387.14,60,693,0.28469999999999995,28.47,2.326,1.58,2.45,0.73,0.171,0,0,0,53.46,B,63.66,70.73,77.8,70.73,A,62.09,APPROVE,2026-06-10
SME_00110,Green Accessories Textiles,Textile,Micro,12,4,363567.48,81105.72,181783.74,12,715,0.24480000000000002,24.48,2.241,1.01,2.5,0.75,0.112,0,1,0,49.67,C,66.19,73.54,80.89,73.54,A,61.61,APPROVE,2026-06-10
SME_00111,Golden Restaurant Ventures,Food,Growth,5,5,281682.0,46230.48,140841.0,24,579,0.49239999999999995,49.24,3.046,2.5,1.77,0.38,0.106,1,0,1,41.42,C,50.77,56.41,62.05,56.41,B,48.91,FRAUD REVIEW,2026-06-10
SME_00112,Rapid Packaging Foods,Manufacturing,Growth,12,7,1294907.28,355035.36,647453.64,48,748,0.18589999999999995,18.59,1.824,0.54,2.81,0.9,0.462,0,1,0,82.08,A,70.02,77.8,85.58,77.8,A,79.94,APPROVE,2026-06-10
SME_00113,Ever LightManufacturing Hub,Manufacturing,Small,3,4,429853.92,38907.48,214926.96,48,571,0.5075000000000001,50.75,5.524,2.05,1.6,0.3,0.134,1,0,0,36.77,C,49.84,55.38,60.92,55.38,B,46.08,CONDITIONAL REVIEW,2026-06-10
SME_00114,Ever FleetServices Mart,Logistics,Small,4,11,1159190.76,244975.44,579595.38,24,719,0.23819999999999997,23.82,2.366,0.3,2.78,0.89,0.305,0,0,0,62.63,B,68.83,76.48,84.13,76.48,A,69.56,APPROVE,2026-06-10
SME_00115,Golden Plastic Studio,Manufacturing,Small,5,14,1664569.2,245974.44,832284.6,12,576,0.49839999999999995,49.84,3.384,2.3,2.26,0.63,0.245,1,0,1,49.24,C,45.19,50.21,55.23,50.21,B,49.73,FRAUD REVIEW,2026-06-10
SME_00116,Trust Garments Mart,Textile,Micro,14,6,697785.24,99546.12,348892.62,24,683,0.3032,30.32,3.505,1.79,2.45,0.72,0.39,1,0,0,64.7,B,66.39,73.77,81.15,73.77,A,69.23,APPROVE,2026-06-10
SME_00117,Future Pharmacy Agro,Healthcare,Medium,2,7,788213.04,153088.92,394106.52,24,573,0.5028,50.28,2.574,2.34,1.85,0.42,0.301,1,0,1,46.25,C,42.63,47.37,52.11,47.37,C,46.81,FRAUD REVIEW,2026-06-10
SME_00118,Fresh Diagnostics Solutions,Healthcare,Micro,6,12,3146990.16,747304.8,1573495.08,60,718,0.24019999999999997,24.02,2.106,2.0,2.67,0.83,0.112,0,0,0,46.11,C,63.09,70.1,77.11,70.1,A,58.1,APPROVE,2026-06-10
SME_00119,Bright Restaurant Textiles,Food,Micro,6,6,477416.04,36483.0,238708.02,60,497,0.6421,64.21,6.543,2.99,1.02,0.01,0.264,1,0,1,40.89,C,41.7,46.33,50.96,46.33,C,43.61,FRAUD REVIEW,2026-06-10
SME_00120,Secure FleetServices Digital,Logistics,Small,12,6,474865.2,129585.12,237432.6,12,757,0.16969999999999996,16.97,1.832,0.9,3.0,1.0,0.52,0,1,0,84.64,A,74.61,82.9,91.19,82.9,A,83.77,APPROVE,2026-06-10
SME_00121,Rapid Warehousing Ventures,Logistics,Micro,7,19,952694.28,149022.84,476347.14,12,585,0.4818,48.18,3.196,1.91,2.25,0.63,0.241,1,0,0,54.51,B,59.69,66.32,72.95,66.32,B,60.41,CONDITIONAL REVIEW,2026-06-10
SME_00122,Smart Delivery Solutions,Logistics,Small,14,15,2073713.16,295053.0,1036856.58,60,706,0.2621,26.21,3.514,1.2,2.55,0.77,0.423,0,0,0,57.71,B,61.85,68.72,75.59,68.72,B,63.22,APPROVE,2026-06-10
SME_00123,Future Grocery Enterprises,Retail,Medium,11,13,404089.32,145204.32,202044.66,60,801,0.08979999999999999,8.98,1.391,0.0,3.0,1.0,0.239,0,0,0,69.12,B,80.78,89.75,98.73,89.75,A,79.44,APPROVE,2026-06-10
SME_00124,Trust Beverage Traders,Food,Medium,10,16,623829.36,58441.08,311914.68,48,702,0.2682,26.82,5.337,1.03,2.3,0.65,0.22,0,0,0,56.3,B,67.19,74.65,82.12,74.65,A,65.47,APPROVE,2026-06-10
SME_00125,Trust Fashion Enterprises,Retail,Small,11,3,342258.12,61748.28,171129.06,36,680,0.3085,30.85,2.771,1.21,2.35,0.68,0.299,0,0,1,57.27,B,56.46,62.73,69.0,62.73,B,60.0,FRAUD REVIEW,2026-06-10
SME_00126,Fresh Bakery Enterprises,Food,Medium,2,20,665183.88,22775.4,332591.94,60,533,0.5767,57.67,9.9,2.16,1.23,0.11,0.208,1,0,1,39.05,C,46.68,51.87,57.06,51.87,B,45.46,FRAUD REVIEW,2026-06-10
SME_00127,Vertex ColdStorage Textiles,AgriTech,Small,7,11,423250.2,3128.28,211625.1,60,502,0.6334,63.34,9.9,3.21,1.13,0.06,0.33,1,1,0,40.75,C,39.32,43.69,48.06,43.69,C,42.22,REJECT,2026-06-10
SME_00128,Alpha Grocery Partners,Retail,Medium,8,17,931465.44,91710.36,465732.72,36,646,0.37139999999999995,37.14,5.078,1.95,1.83,0.41,0.232,0,0,0,43.3,C,52.48,58.31,64.14,58.31,B,50.8,CONDITIONAL REVIEW,2026-06-10
SME_00129,Alpha Electronics Foods,Retail,Small,3,11,357500.88,22728.12,178750.44,36,666,0.3339,33.39,7.865,0.88,2.09,0.54,0.344,1,0,0,62.68,B,65.99,73.32,80.65,73.32,A,68.0,APPROVE,2026-06-10
SME_00130,Ever Delivery Enterprises,Logistics,Micro,2,9,388846.44,102179.4,194423.22,24,733,0.21199999999999997,21.2,1.903,0.61,3.0,1.0,0.388,0,0,0,57.32,B,64.28,71.42,78.56,71.42,A,64.37,APPROVE,2026-06-10
SME_00131,Secure Plastic Digital,Manufacturing,Growth,2,8,406765.8,41167.68,203382.9,60,574,0.502,50.2,4.94,2.31,1.53,0.26,0.258,1,0,0,43.22,C,52.62,58.47,64.32,58.47,B,50.84,CONDITIONAL REVIEW,2026-06-10
SME_00132,Prime Garments Textiles,Textile,Micro,11,11,949901.88,178035.96,474950.94,48,593,0.46709999999999996,46.71,2.668,2.27,1.83,0.41,0.361,1,0,0,59.25,B,52.24,58.04,63.84,58.04,B,58.64,CONDITIONAL REVIEW,2026-06-10
SME_00133,Green Delivery Traders,Logistics,Micro,10,7,753830.4,127115.76,376915.2,12,537,0.5699000000000001,56.99,2.965,2.67,1.82,0.41,0.12,1,0,1,33.91,C,46.29,51.43,56.57,51.43,B,42.67,FRAUD REVIEW,2026-06-10
SME_00134,Prime DairySupport Enterprises,AgriTech,Micro,4,15,373442.64,74355.48,186721.32,60,621,0.41600000000000004,41.6,2.511,2.14,2.05,0.52,0.255,1,0,0,47.03,C,53.62,59.58,65.54,59.58,B,53.3,CONDITIONAL REVIEW,2026-06-10
SME_00135,Urban Delivery Partners,Logistics,Small,11,3,250305.6,-3704.76,125152.8,60,523,0.5948,59.48,9.9,2.89,1.13,0.07,0.092,2,1,0,32.2,C,45.34,50.38,55.42,50.38,B,41.29,CONDITIONAL REVIEW,2026-06-10
SME_00136,Bright Electronics Traders,Retail,Small,10,7,420992.88,89466.6,210496.44,24,703,0.2669,26.69,2.353,0.78,2.6,0.8,0.235,0,0,0,55.62,B,63.5,70.56,77.62,70.56,A,63.09,APPROVE,2026-06-10
SME_00137,Rapid Fabric Hub,Textile,Small,12,31,1757630.04,139074.48,878815.02,48,711,0.253,25.3,6.319,1.28,2.32,0.66,0.344,0,0,0,58.36,B,69.93,77.7,85.47,77.7,A,68.03,APPROVE,2026-06-10
SME_00138,Urban Beverage Care,Food,Growth,13,6,389784.72,45031.08,194892.36,60,715,0.24529999999999996,24.53,4.328,0.95,2.14,0.57,0.501,0,0,1,59.19,B,62.69,69.65,76.62,69.65,B,64.42,FRAUD REVIEW,2026-06-10
SME_00139,Ever AccountingTech Solutions,FinTech,Small,13,8,947084.88,154947.0,473542.44,60,798,0.09530000000000005,9.53,3.056,0.0,2.98,0.99,0.51,0,1,0,71.9,A,75.85,84.28,92.71,84.28,A,78.09,APPROVE,2026-06-10
SME_00140,Green Grocery Mart,Retail,Small,3,5,189303.6,-1183.2,94651.8,36,580,0.49129999999999996,49.13,9.9,2.56,1.16,0.08,0.239,1,1,0,47.49,C,56.21,62.45,68.7,62.45,B,54.97,CONDITIONAL REVIEW,2026-06-10
SME_00141,Green Beverage Traders,Food,Small,11,11,614916.96,-9720.12,307458.48,60,590,0.47319999999999995,47.32,9.9,2.07,1.66,0.33,0.437,1,1,0,49.06,C,57.76,64.18,70.6,64.18,B,56.62,CONDITIONAL REVIEW,2026-06-10
SME_00142,Alpha Restaurant Digital,Food,Medium,6,6,524326.92,45584.04,262163.46,60,570,0.5096,50.96,5.751,2.24,1.73,0.37,0.127,1,0,0,50.88,B,52.72,58.58,64.44,58.58,B,54.73,CONDITIONAL REVIEW,2026-06-10
SME_00143,Ever Fabric Logistics,Textile,Micro,6,8,1304497.68,35967.36,652248.84,24,460,0.7098,70.98,9.9,3.43,1.0,0.0,0.15,2,1,0,26.47,D,36.25,40.28,44.31,40.28,C,33.38,REJECT,2026-06-10
SME_00144,Alpha FleetServices Care,Logistics,Micro,9,15,1174111.44,226832.28,587055.72,48,721,0.2339,23.39,2.588,0.67,2.58,0.79,0.351,0,0,0,61.86,B,70.2,78.0,85.8,78.0,A,69.93,APPROVE,2026-06-10
SME_00145,Golden Beverage Ventures,Food,Small,9,6,463770.0,30926.16,231885.0,12,499,0.6376999999999999,63.77,7.498,2.88,1.48,0.24,0.134,1,1,1,33.65,C,40.82,45.36,49.9,45.36,C,39.5,FRAUD REVIEW,2026-06-10
SME_00146,Prime MetalWorks Enterprises,Manufacturing,Medium,6,14,1422701.76,265794.48,711350.88,60,730,0.21809999999999996,21.81,2.676,0.62,2.24,0.62,0.355,0,0,0,54.62,B,65.12,72.36,79.6,72.36,A,63.49,APPROVE,2026-06-10
SME_00147,Rapid DairySupport Logistics,AgriTech,Medium,14,15,819396.72,89730.24,409698.36,60,609,0.43789999999999996,43.79,4.566,2.09,1.76,0.38,0.422,1,0,0,73.79,A,58.6,65.11,71.62,65.11,B,69.45,CONDITIONAL REVIEW,2026-06-10
SME_00148,Green Beverage Hub,Food,Small,3,17,562476.6,37524.12,281238.3,24,492,0.6517,65.17,7.495,3.35,1.12,0.06,0.344,2,1,1,43.84,C,46.22,51.36,56.5,51.36,B,47.6,FRAUD REVIEW,2026-06-10
SME_00149,Urban Bakery Logistics,Food,Medium,1,10,1171095.36,185269.68,585547.68,36,510,0.6183000000000001,61.83,3.161,3.09,1.59,0.3,0.127,1,1,0,33.56,C,42.03,46.7,51.37,46.7,C,40.13,REJECT,2026-06-10
SME_00150,Golden Electronics Partners,Retail,Small,0,63,848481.48,100597.32,424240.74,24,710,0.25439999999999996,25.44,4.217,1.27,2.28,0.64,0.385,0,0,0,68.43,B,72.33,80.37,88.41,80.37,A,74.4,APPROVE,2026-06-10
SME_00151,Future AccountingTech Mart,FinTech,Micro,12,17,1686058.68,544890.48,843029.34,36,759,0.16469999999999996,16.47,1.547,0.59,3.0,1.0,0.541,0,0,0,66.16,B,64.86,72.07,79.28,72.07,A,69.11,APPROVE,2026-06-10
SME_00152,Urban Garments Studio,Textile,Micro,6,11,824656.44,172243.32,412328.22,24,614,0.4295,42.95,2.394,1.7,2.29,0.65,0.549,1,1,1,56.51,B,51.98,57.76,63.54,57.76,B,57.13,FRAUD REVIEW,2026-06-10
SME_00153,Trust Grocery Works,Retail,Micro,6,5,357207.84,54297.0,178603.92,36,630,0.3993,39.93,3.289,1.65,2.08,0.54,0.328,0,0,0,50.21,B,50.63,56.26,61.89,56.26,B,53.23,CONDITIONAL REVIEW,2026-06-10
SME_00154,Future Bakery Traders,Food,Small,9,9,1035591.36,113962.8,517795.68,48,544,0.5570999999999999,55.71,4.544,2.56,1.24,0.12,0.171,1,1,0,37.92,C,48.29,53.66,59.03,53.66,B,45.79,CONDITIONAL REVIEW,2026-06-10
SME_00155,Golden Electronics Partners,Retail,Small,6,21,580178.52,28437.96,290089.26,24,578,0.49460000000000004,49.46,9.9,1.95,1.64,0.32,0.265,1,0,0,48.77,C,52.87,58.74,64.61,58.74,B,53.76,CONDITIONAL REVIEW,2026-06-10
SME_00156,Bright Warehousing Hub,Logistics,Small,8,25,1675827.84,184707.6,837913.92,12,613,0.4316,43.16,4.536,1.7,1.58,0.29,0.372,1,0,0,63.77,B,61.96,68.85,75.73,68.85,B,66.31,CONDITIONAL REVIEW,2026-06-10
SME_00157,Trust LightManufacturing Solutions,Manufacturing,Small,1,22,1165283.88,41786.88,582641.94,24,548,0.5486,54.86,9.9,2.31,1.33,0.17,0.241,1,0,1,43.9,C,48.14,53.49,58.84,53.49,B,48.7,FRAUD REVIEW,2026-06-10
SME_00158,Blue Delivery Care,Logistics,Small,2,14,1246356.96,149609.4,623178.48,48,645,0.3731,37.31,4.165,1.56,1.91,0.46,0.199,1,0,0,51.18,B,57.68,64.09,70.5,64.09,B,57.64,CONDITIONAL REVIEW,2026-06-10
SME_00159,Urban Clinic Ventures,Healthcare,Medium,14,4,620355.84,182454.36,310177.92,48,813,0.06659999999999999,6.66,1.7,0.43,3.0,1.0,0.544,0,1,0,90.36,A,83.51,92.79,100.0,92.79,A,91.58,APPROVE,2026-06-10
SME_00160,Alpha Diagnostics Agro,Healthcare,Medium,7,12,927218.4,143486.16,463609.2,60,673,0.32130000000000003,32.13,3.231,0.84,2.52,0.76,0.161,0,0,0,49.71,C,61.81,68.68,75.55,68.68,B,59.2,APPROVE,2026-06-10
SME_00161,Nova Fashion Textiles,Retail,Small,2,4,337818.0,56369.4,168909.0,12,506,0.6258,62.58,2.996,2.52,1.45,0.23,0.12,1,0,0,36.16,C,40.86,45.4,49.94,45.4,C,40.78,REJECT,2026-06-10
SME_00162,Rapid Garments Partners,Textile,Small,5,4,440007.72,35549.52,220003.86,12,574,0.5013000000000001,50.13,6.189,2.56,1.52,0.26,0.254,1,0,0,46.2,C,43.88,48.76,53.64,48.76,C,47.48,CONDITIONAL REVIEW,2026-06-10
SME_00163,Ever MetalWorks Studio,Manufacturing,Small,5,10,652230.12,84333.6,326115.06,60,635,0.39049999999999996,39.05,3.867,1.55,2.26,0.63,0.325,1,0,0,59.31,B,55.66,61.85,68.04,61.85,B,60.58,CONDITIONAL REVIEW,2026-06-10
SME_00164,Smart Fashion Logistics,Retail,Small,4,12,899831.04,64657.56,449915.52,48,624,0.4101,41.01,6.958,2.21,1.9,0.45,0.422,0,0,1,62.74,B,53.59,59.54,65.49,59.54,B,61.14,FRAUD REVIEW,2026-06-10
SME_00165,Rapid Restaurant Studio,Food,Small,4,16,908942.52,148569.48,454471.26,36,540,0.5630999999999999,56.31,3.059,2.79,1.44,0.22,0.324,1,1,0,49.12,C,49.87,55.41,60.95,55.41,B,52.27,CONDITIONAL REVIEW,2026-06-10
SME_00166,Trust ColdStorage Agro,AgriTech,Small,11,12,520259.76,126654.96,260129.88,36,715,0.24619999999999997,24.62,2.054,1.1,2.51,0.76,0.516,0,1,0,75.9,A,68.85,76.5,84.15,76.5,A,76.2,APPROVE,2026-06-10
SME_00167,Urban SMEFinance Care,FinTech,Medium,2,12,948059.76,177063.48,474029.88,60,599,0.4558,45.58,2.677,1.8,1.86,0.43,0.6,1,0,1,57.58,B,50.18,55.76,61.34,55.76,B,56.67,FRAUD REVIEW,2026-06-10
SME_00168,Trust AccountingTech Foods,FinTech,Medium,4,5,770566.32,151809.24,385283.16,60,779,0.12839999999999996,12.84,2.538,0.13,2.56,0.78,0.342,0,1,0,68.67,B,69.53,77.26,84.99,77.26,A,72.97,APPROVE,2026-06-10
SME_00169,Golden FarmInputs Traders,AgriTech,Micro,7,8,472557.84,36418.08,236278.92,36,534,0.5747,57.47,6.488,3.21,1.28,0.14,0.46,1,0,0,54.79,B,46.58,51.76,56.94,51.76,B,53.27,CONDITIONAL REVIEW,2026-06-10
SME_00170,Nova Accessories Care,Textile,Small,8,4,218334.24,36252.36,109167.12,60,569,0.5113,51.13,3.011,2.78,1.89,0.44,0.167,1,0,0,40.81,C,46.12,51.25,56.38,51.25,B,46.03,CONDITIONAL REVIEW,2026-06-10
SME_00171,Secure Plastic Hub,Manufacturing,Growth,13,3,482655.12,108981.36,241327.56,60,639,0.3831,38.31,2.214,1.16,2.22,0.61,0.182,0,0,1,43.1,C,56.02,62.24,68.46,62.24,B,52.67,FRAUD REVIEW,2026-06-10
SME_00172,Urban Beverage Agro,Food,Micro,13,14,1031699.16,308727.72,515849.58,24,808,0.0756,7.56,1.671,0.0,3.0,1.0,0.6,0,1,0,74.49,A,84.71,94.12,100.0,94.12,A,84.31,APPROVE,2026-06-10
SME_00173,Urban Packaging Solutions,Manufacturing,Medium,4,6,260446.56,47298.12,130223.28,36,554,0.5379,53.79,2.753,2.03,2.01,0.51,0.178,1,0,1,43.05,C,43.02,47.8,52.58,47.8,C,45.42,FRAUD REVIEW,2026-06-10
SME_00174,Smart Fabric Works,Textile,Micro,8,15,950089.44,79742.88,475044.72,60,637,0.38739999999999997,38.74,5.957,2.38,2.04,0.52,0.128,0,0,0,52.13,B,57.33,63.7,70.07,63.7,B,57.92,CONDITIONAL REVIEW,2026-06-10
SME_00175,Future Fashion Foods,Retail,Small,0,18,674835.0,41123.76,337417.5,60,573,0.5028,50.28,8.205,2.97,1.65,0.32,0.091,0,0,0,40.93,C,41.11,45.68,50.25,45.68,C,43.3,CONDITIONAL REVIEW,2026-06-10
SME_00176,Fresh Fashion Works,Retail,Small,9,6,465989.52,93257.88,232994.76,48,637,0.38780000000000003,38.78,2.498,2.04,2.17,0.59,0.29,0,0,0,64.56,B,60.12,66.8,73.48,66.8,B,65.68,CONDITIONAL REVIEW,2026-06-10
SME_00177,Rapid Beverage Foods,Food,Micro,2,13,804303.48,78941.64,402151.74,36,638,0.3859,38.59,5.094,2.41,1.98,0.49,0.085,1,0,0,48.56,C,60.35,67.06,73.77,67.06,B,57.81,CONDITIONAL REVIEW,2026-06-10
SME_00178,Vertex Dyeing Agro,Textile,Growth,1,6,435598.2,28697.52,217799.1,48,541,0.5614,56.14,7.589,2.9,1.7,0.35,0.173,1,0,1,51.06,B,46.48,51.65,56.82,51.65,B,51.36,FRAUD REVIEW,2026-06-10
SME_00179,Golden Accessories Studio,Textile,Small,10,3,215868.24,44231.64,107934.12,36,616,0.4255,42.55,2.44,2.27,2.3,0.65,0.285,0,0,0,52.41,B,52.64,58.49,64.34,58.49,B,55.45,CONDITIONAL REVIEW,2026-06-10
SME_00180,Blue HealthServices Studio,Healthcare,Growth,3,10,460551.72,117778.92,230275.86,24,739,0.20220000000000005,20.22,1.955,0.82,2.76,0.88,0.098,0,0,0,49.37,C,63.86,70.96,78.06,70.96,A,60.16,APPROVE,2026-06-10
SME_00181,Prime Accessories Traders,Textile,Small,7,7,803258.04,98504.28,401629.02,60,636,0.3899,38.99,4.077,1.31,1.84,0.42,0.139,0,1,1,38.85,C,57.1,63.44,69.78,63.44,B,51.14,FRAUD REVIEW,2026-06-10
SME_00182,Golden Garments Ventures,Textile,Medium,1,7,607073.4,66494.76,303536.7,48,581,0.48819999999999997,48.82,4.565,2.14,1.83,0.41,0.145,1,0,0,47.15,C,54.62,60.69,66.76,60.69,B,53.92,CONDITIONAL REVIEW,2026-06-10
SME_00183,Golden Bakery Hub,Food,Growth,11,30,1798740.12,484295.4,899370.06,12,754,0.17479999999999996,17.48,1.857,1.11,2.81,0.9,0.503,0,0,0,79.41,A,75.87,84.3,92.73,84.3,A,81.85,APPROVE,2026-06-10
SME_00184,Vertex AgroProcessing Foods,AgriTech,Small,11,4,219575.04,21262.44,109787.52,60,582,0.488,48.8,5.163,2.22,1.91,0.45,0.396,1,0,1,52.43,B,49.27,54.74,60.21,54.74,B,53.59,FRAUD REVIEW,2026-06-10
SME_00185,Alpha SMEFinance Works,FinTech,Micro,8,11,1660285.92,366284.04,830142.96,24,800,0.0917,9.17,2.266,0.3,2.74,0.87,0.6,0,1,0,84.8,A,74.18,82.42,90.66,82.42,A,83.61,APPROVE,2026-06-10
SME_00186,Prime FleetServices Logistics,Logistics,Medium,12,5,347119.68,32666.88,173559.84,24,643,0.3762,37.62,5.313,2.05,2.02,0.51,0.331,1,0,0,59.86,B,58.39,64.88,71.37,64.88,B,62.37,CONDITIONAL REVIEW,2026-06-10
SME_00187,Vertex AgroProcessing Hub,AgriTech,Small,6,16,382891.08,62023.32,191445.54,36,645,0.3722,37.22,3.087,1.55,2.23,0.61,0.297,1,0,0,55.51,B,60.5,67.22,73.94,67.22,B,61.36,CONDITIONAL REVIEW,2026-06-10
SME_00188,Ever Electronics Mart,Retail,Growth,3,11,475849.68,64368.72,237924.84,48,581,0.4897,48.97,3.696,2.47,1.83,0.41,0.08,1,0,0,41.17,C,52.55,58.39,64.23,58.39,B,49.78,CONDITIONAL REVIEW,2026-06-10
SME_00189,Blue Diagnostics Ventures,Healthcare,Small,2,11,1132975.68,204567.24,566487.84,36,633,0.3944,39.44,2.769,1.64,2.07,0.53,0.132,1,0,1,45.56,C,54.76,60.84,66.92,60.84,B,53.2,FRAUD REVIEW,2026-06-10
SME_00190,Fresh Plastic Works,Manufacturing,Micro,3,5,918795.84,223084.44,459397.92,60,768,0.1493,14.93,2.059,0.06,3.0,1.0,0.386,0,0,0,63.69,B,68.23,75.81,83.39,75.81,A,69.75,APPROVE,2026-06-10
SME_00191,Trust Accessories Logistics,Textile,Micro,3,6,412803.36,24779.76,206401.68,12,517,0.6056,60.56,8.329,2.55,1.0,0.0,0.282,2,0,1,34.45,C,44.48,49.42,54.36,49.42,C,41.94,FRAUD REVIEW,2026-06-10
SME_00192,Trust Plastic Solutions,Manufacturing,Medium,5,16,841670.04,122232.24,420835.02,36,736,0.20809999999999995,20.81,3.443,0.56,2.62,0.81,0.475,0,1,0,74.35,A,70.93,78.81,86.69,78.81,A,76.58,APPROVE,2026-06-10
SME_00193,Blue HomeGoods Studio,Retail,Growth,3,26,506487.12,107436.72,253243.56,48,645,0.3722,37.22,2.357,1.63,2.25,0.63,0.419,0,0,0,63.7,B,58.48,64.98,71.48,64.98,B,64.34,CONDITIONAL REVIEW,2026-06-10
SME_00194,Ever AccountingTech Works,FinTech,Micro,9,12,1030891.2,322968.84,515445.6,48,809,0.07420000000000004,7.42,1.596,0.0,3.0,1.0,0.6,0,1,0,86.07,A,76.33,84.81,93.29,84.81,A,85.44,APPROVE,2026-06-10
SME_00195,Trust Grocery Studio,Retail,Medium,2,5,616270.2,70496.28,308135.1,24,508,0.6223000000000001,62.23,4.371,2.45,1.36,0.18,0.189,1,0,0,34.28,C,43.29,48.1,52.91,48.1,C,41.19,REJECT,2026-06-10
SME_00196,Prime Packaging Hub,Manufacturing,Growth,9,11,1217187.96,168961.68,608593.98,60,596,0.4619,46.19,3.602,1.32,1.84,0.42,0.331,1,0,0,49.33,C,50.99,56.66,62.33,56.66,B,52.99,CONDITIONAL REVIEW,2026-06-10
SME_00197,Alpha Warehousing Agro,Logistics,Micro,5,39,1895439.72,33865.92,947719.86,60,583,0.4858,48.58,9.9,2.5,1.46,0.23,0.244,1,0,0,38.78,C,50.07,55.63,61.19,55.63,B,47.2,CONDITIONAL REVIEW,2026-06-10
SME_00198,Green Garments Works,Textile,Micro,10,10,657423.12,142138.92,328711.56,12,627,0.4061,40.61,2.313,1.71,2.31,0.66,0.225,0,0,1,48.07,C,55.4,61.56,67.72,61.56,B,54.81,FRAUD REVIEW,2026-06-10
SME_00199,Smart Packaging Mart,Manufacturing,Medium,7,22,1282182.0,178865.52,641091.0,12,656,0.35229999999999995,35.23,3.584,1.61,1.86,0.43,0.208,1,0,0,60.94,B,61.79,68.66,75.53,68.66,B,64.8,CONDITIONAL REVIEW,2026-06-10
SME_00200,Prime AgroProcessing Digital,AgriTech,Medium,13,6,466116.48,73293.96,233058.24,48,583,0.48550000000000004,48.55,3.18,2.02,1.67,0.33,0.31,1,0,0,51.07,B,52.78,58.64,64.5,58.64,B,54.86,CONDITIONAL REVIEW,2026-06-10
SME_00201,Ever Payments Ventures,FinTech,Micro,6,9,920626.56,104309.64,460313.28,36,563,0.5211,52.11,4.413,2.11,1.85,0.43,0.268,1,1,0,37.33,C,49.91,55.46,61.01,55.46,B,46.39,CONDITIONAL REVIEW,2026-06-10
SME_00202,Smart Garments Foods,Textile,Medium,4,13,688990.2,47610.84,344495.1,36,596,0.4617,46.17,7.236,2.22,1.83,0.41,0.106,1,0,0,50.34,B,59.79,66.43,73.07,66.43,B,58.39,CONDITIONAL REVIEW,2026-06-10
SME_00203,Secure Bakery Partners,Food,Small,9,11,520670.04,63778.08,260335.02,48,611,0.43489999999999995,43.49,4.082,1.8,1.85,0.43,0.107,1,0,0,45.51,C,60.08,66.75,73.43,66.75,B,56.13,CONDITIONAL REVIEW,2026-06-10
SME_00204,Blue Electronics Solutions,Retail,Growth,10,6,329537.4,27213.6,164768.7,12,527,0.5879,58.79,6.055,2.29,1.12,0.06,0.302,1,0,0,39.7,C,47.47,52.74,58.01,52.74,B,46.22,CONDITIONAL REVIEW,2026-06-10
SME_00205,Ever Electronics Digital,Retail,Medium,6,6,385443.72,36950.52,192721.86,36,700,0.27290000000000003,27.29,5.216,1.28,2.51,0.76,0.458,1,0,0,82.78,A,74.7,83.0,91.3,83.0,A,82.89,APPROVE,2026-06-10
SME_00206,Nova Packaging Agro,Manufacturing,Medium,8,16,861107.52,136842.0,430553.76,48,667,0.3319,33.19,3.146,1.65,2.15,0.57,0.366,0,0,0,72.8,A,61.72,68.58,75.44,68.58,B,70.69,APPROVE,2026-06-10
SME_00207,Golden HomeGoods Foods,Retail,Small,7,18,751088.16,127093.92,375544.08,36,739,0.20130000000000003,20.13,2.955,0.87,2.92,0.96,0.48,0,1,0,67.71,B,73.49,81.66,89.83,81.66,A,74.69,APPROVE,2026-06-10
SME_00208,Nova SupplyChain Agro,Logistics,Micro,4,22,1318731.6,16659.96,659365.8,60,526,0.5885,58.85,9.9,2.96,1.23,0.11,0.414,1,0,0,64.57,B,50.29,55.88,61.47,55.88,B,60.22,CONDITIONAL REVIEW,2026-06-10
