businessID,month,monthIndex,monthlyRevenue,monthlyCashFlow,debtToIncomeRatio,workingCapRatio,paymentHistScore
SME_00185,2023-05-31,6,131604.09,15398.77,2.38,1.07,0.87
SME_00185,2023-06-30,7,211624.62,11862.66,2.145,1.9,0.56
SME_00185,2023-07-30,8,82692.06,13498.96,2.376,2.28,0.64
SME_00185,2023-08-29,9,86530.82,7570.33,2.231,1.96,0.82
SME_00185,2023-09-28,10,49902.72,2188.63,2.449,1.64,0.73
SME_00185,2023-10-28,11,25754.3,3591.5,2.454,1.46,0.81
SME_00185,2023-11-27,12,26564.57,2022.26,2.492,1.84,0.87
SME_00185,2023-12-27,13,27671.43,2769.7,2.185,1.37,0.53
SME_00185,2024-01-26,14,28778.29,4209.79,1.985,2.31,0.51
SME_00185,2024-02-25,15,39904.24,6451.3,1.982,2.41,0.43
SME_00185,2024-03-26,16,38366.58,2511.78,2.324,0.94,0.5
SME_00185,2024-04-25,17,44671.51,7417.35,2.002,2.4,0.61
SME_00185,2024-05-25,18,167509.26,26903.41,2.38,2.43,0.92
SME_00185,2024-06-24,19,185708.57,29089.8,2.441,1.07,0.79
SME_00185,2024-07-24,20,246541.93,14976.09,2.517,0.91,0.99
SME_00185,2024-08-23,21,149760.34,25608.19,1.957,1.6,0.86
SME_00185,2024-09-22,22,121798.82,10273.13,2.286,1.99,0.97
SME_00185,2024-10-22,23,25754.3,2511.34,2.128,1.75,0.93
SME_00185,2024-11-21,24,49879.42,3118.93,2.072,1.94,0.43
SME_00186,2023-01-01,1,17372.97,1565.3,5.162,1.39,0.9
SME_00186,2023-01-31,2,29228.37,5040.42,5.39,1.79,0.44
SME_00186,2023-03-02,3,36627.69,1723.52,4.832,1.14,0.5
SME_00186,2023-04-01,4,53913.03,7127.87,5.996,2.1,0.69
SME_00186,2023-05-01,5,36046.32,4476.04,5.089,1.18,0.76
SME_00186,2023-05-31,6,20831.76,1972.74,4.539,0.84,0.56
SME_00186,2023-06-30,7,5785.33,250.9,4.872,0.96,0.97
SME_00186,2023-07-30,8,7273.4,609.49,4.54,1.92,0.54
SME_00186,2023-08-29,9,5384.51,957.16,6.063,1.92,0.82
SME_00186,2023-09-28,10,7242.38,721.51,6.05,1.52,0.54
SME_00186,2023-10-28,11,5384.51,646.73,4.907,1.91,0.63
SME_00186,2023-11-27,12,5553.91,911.74,5.406,1.86,0.73
SME_00186,2023-12-27,13,7515.22,1108.61,5.207,1.4,0.57
SME_00186,2024-01-26,14,6016.74,438.11,5.97,1.3,0.79
SME_00186,2024-02-25,15,6186.15,850.24,4.932,0.8,0.57
SME_00186,2024-03-26,16,6248.15,328.77,4.866,1.37,0.48
SME_00186,2024-04-25,17,6186.15,819.99,5.471,2.33,0.45
SME_00186,2024-05-25,18,14605.84,1023.07,5.895,2.2,0.52
SME_00186,2024-06-24,19,15939.2,2782.28,4.868,2.23,0.65
SME_00186,2024-07-24,20,13669.76,2056.33,5.165,0.92,0.83
SME_00186,2024-08-23,21,6228.47,448.37,5.891,1.35,0.91
SME_00186,2024-09-22,22,5322.5,341.28,5.262,2.29,0.43
SME_00186,2024-10-22,23,10359.44,1279.53,5.658,2.23,0.71
SME_00186,2024-11-21,24,8208.19,1299.78,5.534,1.97,0.49
SME_00187,2023-01-01,1,36607.85,3393.74,3.236,2.49,0.43
SME_00187,2023-01-31,2,22771.64,3947.54,2.691,1.58,0.69
SME_00187,2023-03-02,3,28167.6,4415.41,2.896,0.92,0.78
SME_00187,2023-04-01,4,11576.79,1681.46,3.508,1.07,0.94
SME_00187,2023-05-01,5,6823.64,1192.67,2.845,2.05,0.87
SME_00187,2023-05-31,6,6636.78,665.49,3.263,1.77,0.52
SME_00187,2023-06-30,7,8372.3,836.52,3.068,1.95,0.51
SME_00187,2023-07-30,8,7977.12,1326.38,3.366,2.28,0.77
SME_00187,2023-08-29,9,10762.84,1201.33,3.487,1.55,0.7
SME_00187,2023-09-28,10,17034.53,1085.72,3.502,1.18,0.52
SME_00187,2023-10-28,11,16238.87,1271.6,3.31,1.32,0.83
SME_00187,2023-11-27,12,8252.53,556.51,2.837,2.17,0.62
SME_00187,2023-12-27,13,6381.52,575.44,2.713,1.06,0.91
SME_00187,2024-01-26,14,6636.78,424.83,2.727,2.3,0.67
SME_00187,2024-02-25,15,9582.92,439.0,3.02,1.8,0.97
SME_00187,2024-03-26,16,6892.04,590.68,3.332,1.03,0.66
SME_00187,2024-04-25,17,6823.64,671.53,3.531,2.36,0.75
SME_00187,2024-05-25,18,6636.78,429.48,3.14,2.15,0.42
SME_00187,2024-06-24,19,6381.52,473.22,2.709,2.43,0.5
SME_00187,2024-07-24,20,6126.26,373.79,3.524,1.68,0.85
SME_00187,2024-08-23,21,9299.04,380.88,3.003,1.74,0.71
SME_00187,2024-09-22,22,5871.0,568.4,3.354,1.65,0.78
SME_00187,2024-10-22,23,8631.25,783.69,3.07,1.4,0.94
SME_00187,2024-11-21,24,6452.0,1071.7,2.832,2.08,0.46
SME_00188,2023-01-01,1,43391.34,2887.44,3.268,0.93,0.41
SME_00188,2023-01-31,2,49047.63,2761.73,4.187,0.96,0.76
SME_00188,2023-03-02,3,52980.74,2362.12,3.803,2.34,0.59
SME_00188,2023-04-01,4,56688.42,4756.61,3.418,1.66,0.54
SME_00188,2023-05-01,5,58519.54,5624.21,3.943,0.97,0.85
SME_00188,2023-05-31,6,59404.62,7390.36,3.84,0.91,0.77
SME_00188,2023-06-30,7,42957.86,3653.97,3.15,1.52,0.64
SME_00188,2023-07-30,8,34491.68,3421.32,3.82,1.31,0.56
SME_00188,2023-08-29,9,38438.43,4590.55,4.119,2.11,0.43
SME_00188,2023-09-28,10,36959.83,4394.03,3.605,1.41,0.97
SME_00188,2023-10-28,11,42737.93,7495.9,3.309,0.89,0.59
SME_00188,2023-11-27,12,45439.51,2100.31,3.271,2.49,0.98
SME_00188,2023-12-27,13,53801.72,3210.29,3.802,1.06,0.63
SME_00188,2024-01-26,14,61903.41,5469.06,3.822,0.94,0.46
SME_00188,2024-02-25,15,71824.97,6290.68,3.304,2.31,0.43
SME_00188,2024-03-26,16,78220.29,10984.68,3.297,1.88,0.8
SME_00188,2024-04-25,17,74709.47,3216.36,4.041,1.55,0.91
SME_00188,2024-05-25,18,74286.42,11041.78,3.694,2.5,0.68
SME_00188,2024-06-24,19,70755.52,7962.07,3.791,2.16,0.74
SME_00188,2024-07-24,20,67049.48,6907.49,3.876,0.86,0.47
SME_00188,2024-08-23,21,60943.11,9875.74,3.855,2.45,0.42
SME_00188,2024-09-22,22,56265.12,7937.94,3.49,0.84,0.9
SME_00188,2024-10-22,23,56844.33,4983.27,4.016,1.86,0.56
SME_00188,2024-11-21,24,60226.74,3829.73,3.263,1.05,0.92
SME_00189,2023-01-01,1,92584.44,7893.34,2.839,1.83,0.74
SME_00189,2023-01-31,2,111623.57,15509.17,2.934,0.95,0.57
SME_00189,2023-03-02,3,117367.97,10092.88,3.06,1.22,0.65
SME_00189,2023-04-01,4,130689.01,10282.05,3.077,2.04,0.68
SME_00189,2023-05-01,5,137107.5,19293.09,2.876,1.52,0.56
SME_00189,2023-05-31,6,137271.31,6648.88,3.019,1.01,0.65
SME_00189,2023-06-30,7,128422.27,10800.02,3.043,2.46,0.96
SME_00189,2023-07-30,8,104480.69,13282.82,3.167,1.48,0.71
SME_00189,2023-08-29,9,106313.96,6927.34,2.861,2.16,0.76
SME_00189,2023-09-28,10,101725.36,5190.9,2.862,2.1,0.51
SME_00189,2023-10-28,11,109312.11,19468.94,2.694,0.84,0.65
SME_00189,2023-11-27,12,116791.51,15466.92,3.094,2.39,0.95
SME_00189,2023-12-27,13,137498.18,5545.81,2.656,2.34,0.81
SME_00189,2024-01-26,14,157188.07,16584.74,2.44,1.22,0.73
SME_00189,2024-02-25,15,167013.15,13558.29,2.495,1.1,0.7
SME_00189,2024-03-26,16,155438.88,18920.67,3.105,1.7,0.81
SME_00189,2024-04-25,17,161195.16,21087.08,2.533,1.94,0.53
SME_00189,2024-05-25,18,145400.16,17898.89,2.909,1.98,0.95
SME_00189,2024-06-24,19,134743.04,9631.21,2.671,2.27,0.71
SME_00189,2024-07-24,20,127723.98,16711.48,2.655,1.82,0.89
SME_00189,2024-08-23,21,128278.71,8962.05,3.117,0.85,0.73
SME_00189,2024-09-22,22,124412.43,22135.98,2.86,1.74,0.81
SME_00189,2024-10-22,23,123181.18,9256.94,2.5,2.37,0.91
SME_00189,2024-11-21,24,125619.22,10612.3,3.048,1.16,0.52
SME_00190,2023-01-01,1,55398.56,2718.46,2.195,2.48,0.74
SME_00190,2023-01-31,2,92548.62,7118.23,1.98,1.9,0.82
SME_00190,2023-03-02,3,107569.56,11077.44,2.17,1.93,0.53
SME_00190,2023-04-01,4,138530.75,15384.88,1.879,2.33,0.59
SME_00190,2023-05-01,5,122600.8,18012.88,1.887,2.1,0.51
SME_00190,2023-05-31,6,156716.68,17037.37,1.82,1.7,0.89
SME_00190,2023-06-30,7,186407.94,24422.14,1.787,1.35,0.73
SME_00190,2023-07-30,8,179100.91,11493.12,2.171,1.88,0.52
SME_00190,2023-08-29,9,211324.34,19542.37,1.903,1.99,0.44
SME_00190,2023-09-28,10,215819.35,33791.77,2.333,2.44,0.66
SME_00190,2023-10-28,11,246931.56,17601.12,1.767,1.45,0.93
SME_00190,2023-11-27,12,265755.2,29421.78,2.078,1.98,0.74
SME_00190,2023-12-27,13,280818.57,36706.99,2.146,2.04,0.71
SME_00190,2024-01-26,14,273670.72,45431.59,2.037,1.68,0.87
SME_00190,2024-02-25,15,297218.84,17147.22,1.955,0.83,0.58
SME_00190,2024-03-26,16,334448.35,40078.35,2.248,1.8,0.42
SME_00190,2024-04-25,17,348855.66,48583.97,2.285,2.44,0.94
SME_00190,2024-05-25,18,292763.63,30864.87,2.212,1.21,0.44
SME_00190,2024-06-24,19,323611.16,55527.07,2.364,2.39,0.83
SME_00190,2024-07-24,20,310953.34,31679.04,2.12,2.19,0.94
SME_00190,2024-08-23,21,316593.98,55153.04,2.045,1.9,0.89
SME_00190,2024-09-22,22,315661.17,31765.32,2.262,0.99,0.69
SME_00190,2024-10-22,23,375479.09,21138.65,1.814,2.33,0.58
SME_00190,2024-11-21,24,383931.3,32929.45,2.23,1.51,0.9
SME_00191,2023-01-01,1,48209.75,5473.9,9.418,1.36,0.62
SME_00191,2023-01-31,2,44580.68,7837.2,8.923,2.11,0.58
SME_00191,2023-03-02,3,25587.91,1954.45,8.417,2.48,0.53
SME_00191,2023-04-01,4,29291.43,2166.18,7.687,2.15,0.71
SME_00191,2023-05-01,5,40093.3,3273.57,8.06,0.93,0.47
SME_00191,2023-05-31,6,35282.24,2086.67,7.947,1.69,0.4
SME_00191,2023-06-30,7,29243.78,2206.99,7.495,1.13,0.99
SME_00191,2023-07-30,8,23783.85,2931.65,8.985,2.19,0.8
SME_00191,2023-08-29,9,31350.56,4104.17,9.4,1.12,0.56
SME_00191,2023-09-28,10,43643.3,2315.55,9.172,1.56,0.94
SME_00191,2023-10-28,11,31785.38,3266.58,8.61,2.1,0.61
SME_00191,2023-11-27,12,13227.76,1696.1,7.589,1.74,0.73
SME_00191,2023-12-27,13,9410.71,1489.22,7.081,1.61,0.41
SME_00191,2024-01-26,14,9646.13,862.0,8.671,1.43,0.96
SME_00191,2024-02-25,15,24093.32,2226.73,7.176,2.05,0.83
SME_00191,2024-03-26,16,38067.73,4348.0,8.12,1.72,0.85
SME_00191,2024-04-25,17,47470.72,7905.24,8.604,0.82,0.77
SME_00191,2024-05-25,18,58979.67,7417.18,7.254,1.53,0.79
SME_00191,2024-06-24,19,62582.01,9875.02,7.371,1.83,0.76
SME_00191,2024-07-24,20,62947.57,5194.73,7.54,1.14,0.51
SME_00191,2024-08-23,21,57307.98,4413.57,7.624,2.01,0.5
SME_00191,2024-09-22,22,59632.22,2586.2,8.015,1.32,0.64
SME_00191,2024-10-22,23,74937.04,8440.47,8.494,1.79,0.79
SME_00191,2024-11-21,24,74451.23,3611.4,8.62,2.02,0.59
SME_00192,2023-01-01,1,79319.77,10549.85,3.831,2.21,0.61
SME_00192,2023-01-31,2,104266.01,14467.09,2.979,1.59,0.96
SME_00192,2023-03-02,3,42978.13,4003.66,3.528,1.86,0.66
SME_00192,2023-04-01,4,81067.76,9003.13,3.952,2.43,0.82
SME_00192,2023-05-01,5,65474.94,10713.82,3.364,2.42,0.69
SME_00192,2023-05-31,6,28287.77,4544.37,2.963,1.54,0.82
SME_00192,2023-06-30,7,37426.39,2404.9,3.841,1.78,0.46
SME_00192,2023-07-30,8,68232.97,7160.27,3.648,1.57,0.92
SME_00192,2023-08-29,9,122283.89,8506.54,3.456,1.18,0.54
SME_00192,2023-09-28,10,71045.13,5625.81,2.972,1.08,0.65
SME_00192,2023-10-28,11,70007.68,6757.32,3.203,1.67,0.76
SME_00192,2023-11-27,12,87298.61,8602.93,3.333,1.99,0.97
SME_00192,2023-12-27,13,71819.42,7810.78,3.534,2.06,0.84
SME_00192,2024-01-26,14,151061.28,6983.12,3.687,2.21,0.44
SME_00192,2024-02-25,15,193705.86,21120.71,3.644,1.65,0.99
SME_00192,2024-03-26,16,173594.55,29696.3,3.217,1.46,0.66
SME_00192,2024-04-25,17,165129.62,24518.23,3.801,2.31,0.41
SME_00192,2024-05-25,18,130904.9,19692.4,3.446,1.15,0.7
SME_00192,2024-06-24,19,119048.49,21269.75,3.564,1.63,0.58
SME_00192,2024-07-24,20,152309.59,6328.03,3.557,1.78,0.71
SME_00192,2024-08-23,21,185867.67,15680.13,3.495,1.96,0.53
SME_00192,2024-09-22,22,188710.69,31981.69,3.688,0.89,0.92
SME_00192,2024-10-22,23,192921.54,11077.75,3.481,1.09,0.66
SME_00192,2024-11-21,24,199823.32,33937.87,3.747,2.13,0.61
SME_00193,2023-01-01,1,38926.27,1774.89,2.454,1.42,0.49
SME_00193,2023-01-31,2,54324.32,9281.43,2.454,2.4,0.75
SME_00193,2023-03-02,3,26283.32,3581.68,2.205,0.86,0.84
SME_00193,2023-04-01,4,45221.99,3777.23,2.393,2.12,0.82
SME_00193,2023-05-01,5,70222.19,11909.36,2.435,2.0,0.92
SME_00193,2023-05-31,6,50757.03,8025.18,2.252,2.49,0.42
SME_00193,2023-06-30,7,63626.01,4721.43,2.162,1.89,0.82
SME_00193,2023-07-30,8,54693.34,2244.94,2.322,1.63,0.56
SME_00193,2023-08-29,9,32727.98,2791.85,2.508,2.29,0.75
SME_00193,2023-09-28,10,33853.49,1708.86,2.483,2.33,0.7
SME_00193,2023-10-28,11,38756.74,5002.79,2.573,1.9,0.53
SME_00193,2023-11-27,12,42050.27,3354.39,2.474,1.58,0.64
SME_00193,2023-12-27,13,44816.38,6189.3,2.129,1.66,0.66
SME_00193,2024-01-26,14,68843.17,9082.2,2.336,1.65,0.58
SME_00193,2024-02-25,15,33893.64,3974.66,2.33,1.23,0.45
SME_00193,2024-03-26,16,22932.61,1358.87,2.347,2.24,0.46
SME_00193,2024-04-25,17,44269.74,3486.16,2.476,1.97,0.82
SME_00193,2024-05-25,18,53878.31,8874.47,2.285,1.21,0.73
SME_00193,2024-06-24,19,45649.43,7470.6,2.38,1.54,0.56
SME_00193,2024-07-24,20,33338.43,2502.14,2.171,2.21,0.99
SME_00193,2024-08-23,21,18530.18,2689.57,2.624,2.38,0.78
SME_00193,2024-09-22,22,18858.26,2092.57,2.442,0.82,0.79
SME_00193,2024-10-22,23,34381.73,4085.58,2.498,1.89,0.47
SME_00193,2024-11-21,24,52697.35,8735.71,2.444,2.04,0.61
SME_00194,2023-01-01,1,86607.08,11697.23,1.813,2.36,0.79
SME_00194,2023-01-31,2,135517.78,8565.24,1.812,2.47,0.46
SME_00194,2023-03-02,3,247982.63,13116.15,1.447,1.71,0.98
SME_00194,2023-04-01,4,139417.01,6119.49,1.793,2.33,0.91
SME_00194,2023-05-01,5,128962.25,12445.28,1.81,1.69,0.45
SME_00194,2023-05-31,6,17868.78,1400.35,1.578,2.42,0.74
SME_00194,2023-06-30,7,17181.52,2797.59,1.615,2.37,0.67
SME_00194,2023-07-30,8,29527.01,4004.8,1.582,1.04,0.56
SME_00194,2023-08-29,9,23948.55,3135.05,1.473,1.63,0.68
SME_00194,2023-09-28,10,15807.0,1812.73,1.445,1.71,0.62
SME_00194,2023-10-28,11,47546.0,2887.24,1.788,2.39,0.8
SME_00194,2023-11-27,12,16494.26,1359.81,1.656,1.82,0.63
SME_00194,2023-12-27,13,17181.52,1210.16,1.669,2.31,0.63
SME_00194,2024-01-26,14,17868.78,1019.7,1.363,1.49,0.54
SME_00194,2024-02-25,15,18371.89,2443.11,1.662,2.35,0.82
SME_00194,2024-03-26,16,18556.04,1170.73,1.716,1.11,0.74
SME_00194,2024-04-25,17,18371.89,1523.64,1.519,2.11,0.6
SME_00194,2024-05-25,18,17868.78,1951.31,1.727,1.15,0.88
SME_00194,2024-06-24,19,17181.52,2375.87,1.384,0.87,0.6
SME_00194,2024-07-24,20,16494.26,2344.36,1.412,1.88,0.56
SME_00194,2024-08-23,21,15991.15,897.44,1.475,1.17,0.5
SME_00194,2024-09-22,22,113909.89,12025.28,1.814,1.92,0.9
SME_00194,2024-10-22,23,117323.92,8603.34,1.801,1.99,0.98
SME_00194,2024-11-21,24,140075.03,18370.07,1.728,2.31,0.86
SME_00195,2023-01-01,1,40064.88,6220.99,4.728,1.42,0.7
SME_00195,2023-01-31,2,71440.93,9208.64,3.753,1.22,0.55
SME_00195,2023-03-02,3,72179.73,8395.95,4.806,1.24,0.47
SME_00195,2023-04-01,4,82666.97,14282.4,4.639,1.1,0.89
SME_00195,2023-05-01,5,86686.72,6819.62,4.304,1.98,0.63
SME_00195,2023-05-31,6,85922.26,4278.59,3.894,1.82,0.63
SME_00195,2023-06-30,7,61176.87,8558.2,4.312,1.98,0.41
SME_00195,2023-07-30,8,48195.11,1991.36,4.45,2.47,0.56
SME_00195,2023-08-29,9,36680.19,3067.08,3.818,2.3,0.59
SME_00195,2023-09-28,10,39473.5,2852.56,4.673,1.14,0.54
SME_00195,2023-10-28,11,42185.44,3762.83,4.388,1.24,0.78
SME_00195,2023-11-27,12,53749.28,6788.83,3.821,2.35,0.68
SME_00195,2023-12-27,13,53673.85,8656.04,4.218,1.76,0.97
SME_00195,2024-01-26,14,48602.74,6378.64,4.601,1.22,0.8
SME_00195,2024-02-25,15,60652.66,3526.07,4.09,0.91,0.63
SME_00195,2024-03-26,16,59556.86,3619.4,4.824,2.37,0.8
SME_00195,2024-04-25,17,54758.5,9584.32,3.894,1.75,0.61
SME_00195,2024-05-25,18,43367.03,7800.98,4.09,0.88,0.82
SME_00195,2024-06-24,19,50720.64,2771.95,4.401,1.44,0.72
SME_00195,2024-07-24,20,34301.23,5470.57,4.991,2.08,0.86
SME_00195,2024-08-23,21,24040.93,3206.78,3.909,1.22,0.82
SME_00195,2024-09-22,22,23730.41,3131.92,4.128,2.11,0.96
SME_00195,2024-10-22,23,40054.24,3126.2,4.988,1.27,0.93
SME_00195,2024-11-21,24,47832.78,8126.87,4.659,2.18,0.67
SME_00196,2023-01-01,1,107163.51,9188.65,3.099,1.72,0.9
SME_00196,2023-01-31,2,121897.81,19563.81,3.964,1.17,0.66
SME_00196,2023-03-02,3,181534.98,15764.8,3.81,1.8,0.74
SME_00196,2023-04-01,4,221724.26,29450.19,3.714,1.08,0.92
SME_00196,2023-05-01,5,247727.72,16028.96,3.776,2.32,0.41
SME_00196,2023-05-31,6,210900.82,37362.11,3.094,0.82,0.91
SME_00196,2023-06-30,7,182327.37,31221.39,3.788,0.99,0.92
SME_00196,2023-07-30,8,184878.28,19842.37,3.362,2.2,0.84
SME_00196,2023-08-29,9,204309.42,32807.84,3.307,2.29,0.62
SME_00196,2023-09-28,10,209313.63,21025.22,4.112,2.09,0.59
SME_00196,2023-10-28,11,228797.81,12886.91,4.021,2.2,0.87
SME_00196,2023-11-27,12,303305.3,35875.4,3.3,2.3,0.61
SME_00196,2023-12-27,13,326547.87,13629.13,3.308,1.57,0.78
SME_00196,2024-01-26,14,373333.41,51946.22,3.914,1.74,0.79
SME_00196,2024-02-25,15,404667.97,70280.19,4.007,1.09,0.97
SME_00196,2024-03-26,16,438780.43,30093.6,4.133,1.99,0.78
SME_00196,2024-04-25,17,404141.26,23304.49,3.998,1.54,0.74
SME_00196,2024-05-25,18,378588.49,64533.08,3.338,2.1,0.68
SME_00196,2024-06-24,19,379278.52,51275.76,3.164,1.72,0.91
SME_00196,2024-07-24,20,350895.59,17324.02,3.512,2.17,0.92
SME_00196,2024-08-23,21,316881.75,35164.41,3.863,1.06,0.76
SME_00196,2024-09-22,22,344310.26,48496.9,3.98,0.99,0.6
SME_00196,2024-10-22,23,405357.73,57643.93,3.335,0.82,0.82
SME_00196,2024-11-21,24,429611.9,71864.48,3.923,1.86,0.99
SME_00197,2023-01-01,1,195351.6,8150.1,9.9,1.79,0.63
SME_00197,2023-01-31,2,98033.95,4532.99,9.491,0.81,0.59
SME_00197,2023-03-02,3,45462.58,6804.52,9.9,1.14,0.92
SME_00197,2023-04-01,4,53895.2,8071.52,9.9,0.8,0.67
SME_00197,2023-05-01,5,69971.87,9782.48,9.9,0.96,0.82
SME_00197,2023-05-31,6,112390.38,17325.78,8.536,1.3,0.59
SME_00197,2023-06-30,7,123035.23,16228.23,9.9,1.57,0.92
SME_00197,2023-07-30,8,136313.45,9922.29,9.9,1.21,0.42
SME_00197,2023-08-29,9,129732.4,20508.23,9.9,1.1,1.0
SME_00197,2023-09-28,10,63042.31,4905.34,9.9,2.39,0.73
SME_00197,2023-10-28,11,73448.47,11634.27,9.738,1.21,0.88
SME_00197,2023-11-27,12,54502.59,6339.25,9.002,2.41,0.97
SME_00197,2023-12-27,13,34233.98,4392.58,9.357,0.91,0.94
SME_00197,2024-01-26,14,32854.29,5905.11,9.456,2.07,0.44
SME_00197,2024-02-25,15,33779.33,1612.93,9.9,2.16,0.67
SME_00197,2024-03-26,16,34117.91,3868.46,9.219,2.05,0.62
SME_00197,2024-04-25,17,33779.33,1659.57,9.9,2.34,0.55
SME_00197,2024-05-25,18,32854.29,3547.32,9.9,2.47,0.44
SME_00197,2024-06-24,19,31590.66,3482.96,9.06,1.07,0.55
SME_00197,2024-07-24,20,78558.15,3926.08,9.241,1.97,0.79
SME_00197,2024-08-23,21,91301.35,14830.67,8.875,2.33,0.78
SME_00197,2024-09-22,22,81698.93,10477.08,9.9,1.49,0.84
SME_00197,2024-10-22,23,123376.15,16338.27,8.653,1.3,0.96
SME_00197,2024-11-21,24,153063.86,10910.32,9.818,1.41,0.45
SME_00198,2023-01-01,1,47617.82,4993.42,2.573,1.68,0.79
SME_00198,2023-01-31,2,38454.09,3831.32,2.57,1.93,0.45
SME_00198,2023-03-02,3,56533.53,8068.0,2.594,1.19,0.99
SME_00198,2023-04-01,4,55800.19,4459.04,2.001,1.64,0.47
SME_00198,2023-05-01,5,63746.81,10772.45,2.387,1.71,1.0
SME_00198,2023-05-31,6,65668.07,7953.69,2.61,2.36,0.57
SME_00198,2023-06-30,7,62581.96,10050.15,2.546,1.83,0.49
SME_00198,2023-07-30,8,56627.2,3118.02,2.629,1.52,0.79
SME_00198,2023-08-29,9,49024.27,7007.35,2.209,1.86,0.41
SME_00198,2023-09-28,10,79889.82,12415.18,2.659,2.42,0.62
SME_00198,2023-10-28,11,62534.91,5154.02,2.283,2.07,0.41
SME_00198,2023-11-27,12,66577.5,6333.41,2.352,1.17,0.45
SME_00198,2023-12-27,13,95696.08,12415.64,2.213,1.2,0.53
SME_00198,2024-01-26,14,107234.06,4897.74,2.094,2.19,0.4
SME_00198,2024-02-25,15,86294.76,5600.27,2.043,2.4,0.95
SME_00198,2024-03-26,16,75483.64,11176.55,2.141,1.35,0.8
SME_00198,2024-04-25,17,78150.97,10251.82,2.326,1.5,0.61
SME_00198,2024-05-25,18,52267.2,7781.8,2.479,1.98,0.62
SME_00198,2024-06-24,19,40103.03,6075.91,2.389,2.29,0.83
SME_00198,2024-07-24,20,58225.09,8605.02,2.429,0.96,0.69
SME_00198,2024-08-23,21,55430.56,7776.89,2.258,0.8,0.62
SME_00198,2024-09-22,22,47112.97,2331.44,2.508,2.13,0.88
SME_00198,2024-10-22,23,59872.59,6148.97,2.345,1.19,0.95
SME_00198,2024-11-21,24,68940.16,5670.48,2.117,1.69,0.51
SME_00199,2023-01-01,1,110189.23,6687.67,3.119,1.03,0.48
SME_00199,2023-01-31,2,160024.47,13409.9,3.942,0.9,0.48
SME_00199,2023-03-02,3,175949.11,25829.96,4.037,1.5,0.46
SME_00199,2023-04-01,4,133505.32,9330.98,3.355,2.14,0.81
SME_00199,2023-05-01,5,144035.7,23086.3,3.995,1.27,0.48
SME_00199,2023-05-31,6,129685.02,7074.84,3.477,1.53,0.92
SME_00199,2023-06-30,7,141446.83,21266.5,3.336,1.25,0.8
SME_00199,2023-07-30,8,105649.35,14966.19,4.078,2.24,0.89
SME_00199,2023-08-29,9,87572.77,13424.36,4.052,1.46,0.59
SME_00199,2023-09-28,10,93690.54,10600.84,4.075,0.89,0.83
SME_00199,2023-10-28,11,105698.15,12614.91,4.036,1.03,0.55
SME_00199,2023-11-27,12,121288.89,10063.81,3.056,1.43,0.5
SME_00199,2023-12-27,13,112613.33,15610.95,3.362,1.02,0.48
SME_00199,2024-01-26,14,153901.67,10535.63,3.17,1.17,0.75
SME_00199,2024-02-25,15,138907.62,6581.83,4.006,1.03,0.61
SME_00199,2024-03-26,16,110228.99,10265.31,3.877,1.62,0.63
SME_00199,2024-04-25,17,128105.37,6525.54,3.383,2.46,0.69
SME_00199,2024-05-25,18,162029.2,16103.6,3.208,2.23,0.48
SME_00199,2024-06-24,19,152273.32,15399.49,4.102,1.02,0.69
SME_00199,2024-07-24,20,125924.64,8584.83,3.801,1.47,0.79
SME_00199,2024-08-23,21,137605.73,14542.06,3.449,1.71,0.63
SME_00199,2024-09-22,22,96733.33,14784.98,3.579,2.34,0.53
SME_00199,2024-10-22,23,92117.01,6053.22,3.469,1.15,0.92
SME_00199,2024-11-21,24,76179.39,9103.94,3.581,2.14,0.48
SME_00200,2023-01-01,1,38113.49,2252.53,3.485,1.58,0.76
SME_00200,2023-01-31,2,54055.3,8924.81,3.553,2.32,0.65
SME_00200,2023-03-02,3,44932.16,7025.81,3.029,1.59,0.93
SME_00200,2023-04-01,4,55248.29,8442.14,3.612,1.42,0.49
SME_00200,2023-05-01,5,54399.84,8949.65,3.401,2.29,0.79
SME_00200,2023-05-31,6,63928.11,9827.8,2.818,2.45,0.51
SME_00200,2023-06-30,7,61688.07,8615.83,3.386,1.38,0.85
SME_00200,2023-07-30,8,54039.47,8535.99,3.285,1.46,0.77
SME_00200,2023-08-29,9,52254.03,5282.61,3.224,1.96,0.62
SME_00200,2023-09-28,10,49452.83,3422.18,3.08,0.82,0.9
SME_00200,2023-10-28,11,66874.44,5715.2,3.29,1.72,0.53
SME_00200,2023-11-27,12,52289.14,6669.24,2.808,1.62,0.83
SME_00200,2023-12-27,13,73959.66,5786.81,2.75,0.9,0.56
SME_00200,2024-01-26,14,80825.32,7845.99,3.216,2.09,0.9
SME_00200,2024-02-25,15,78298.71,6031.21,3.111,1.26,0.77
SME_00200,2024-03-26,16,103576.09,16007.58,3.197,0.88,0.96
SME_00200,2024-04-25,17,108761.3,16730.7,3.097,0.9,0.97
SME_00200,2024-05-25,18,102473.29,13553.89,2.941,1.71,0.78
SME_00200,2024-06-24,19,95468.89,7393.6,2.748,0.92,0.49
SME_00200,2024-07-24,20,89616.52,5572.08,2.94,2.39,0.75
SME_00200,2024-08-23,21,104761.35,4274.22,3.557,1.7,0.67
SME_00200,2024-09-22,22,81673.21,14033.44,3.4,1.37,0.96
